COREF,start_token,end_token,prop,cat,text
2853,63761,63761,PRON,PER,he
124,63764,63764,PRON,PER,her
2853,63772,63772,PRON,PER,him
124,63774,63774,PROP,PER,Sage
124,63781,63781,PRON,PER,she
124,63783,63783,PRON,PER,her
2345,63783,63784,NOM,PER,her dad
124,63789,63789,PRON,PER,her
1632,63793,63796,NOM,PER,any other teenage girl
0,63798,63798,PRON,PER,I
124,63802,63802,PROP,PER,Sage
124,63804,63804,PRON,PER,her
2853,63804,63805,NOM,PER,her father
0,63814,63814,PRON,PER,I
0,63819,63819,PRON,PER,my
124,63824,63824,PROP,PER,Sage
124,63826,63826,PRON,PER,you
0,63832,63832,PRON,PER,I
0,63835,63835,PRON,PER,I
0,63843,63843,PRON,PER,I
124,63850,63850,PRON,PER,I
124,63856,63856,PRON,PER,your
124,63859,63859,PRON,PER,you
124,63864,63864,PRON,PER,She
0,63869,63869,PRON,PER,me
0,63898,63898,PRON,PER,I
124,63906,63906,PRON,PER,her
0,63913,63913,PRON,PER,my
0,63916,63916,PRON,PER,I
0,63920,63920,PRON,PER,my
108,63927,63927,PROP,PER,Logan
0,63930,63930,PRON,PER,I
124,63934,63934,PROP,PER,Sage
124,63938,63938,PRON,PER,her
124,63944,63944,PRON,PER,her
124,63952,63952,PRON,PER,she
124,63964,63964,PRON,PER,her
124,63980,63980,PROP,PER,Sage
0,63986,63986,PRON,PER,I
124,63992,63992,PRON,PER,her
0,63996,63996,PRON,PER,I
124,64002,64002,PRON,PER,her
124,64006,64006,PRON,PER,her
124,64010,64010,PRON,PER,her
0,64016,64016,PRON,PER,I
0,64018,64018,PRON,PER,I
0,64026,64026,PRON,PER,I
124,64030,64030,PRON,PER,Her
124,64041,64041,PRON,PER,Her
0,64049,64049,PRON,PER,I
0,64057,64057,PRON,PER,I
124,64062,64062,PRON,PER,she
0,64064,64064,PRON,PER,me
124,64068,64068,PRON,PER,Her
124,64077,64077,PRON,PER,she
124,64088,64088,PROP,PER,Sage
0,64100,64100,PRON,PER,I
1634,64104,64106,NOM,PER,an actual pair
112,64112,64112,PROP,PER,Brenda
0,64123,64123,PRON,PER,me
0,64128,64128,PRON,PER,I
0,64132,64132,PRON,PER,I
0,64137,64137,PRON,PER,I
0,64140,64140,PRON,PER,my
0,64143,64143,PRON,PER,I
0,64150,64150,PRON,PER,I
124,64157,64157,PRON,PER,her
124,64159,64159,PROP,PER,Sage
124,64163,64163,PRON,PER,her
124,64168,64168,PRON,PER,her
124,64173,64173,PRON,PER,she
1635,64177,64177,PRON,PER,you
0,64180,64180,PRON,PER,I
2831,64182,64183,NOM,PER,a woman
108,64185,64185,PROP,PER,Logan
1635,64188,64188,PRON,PER,you
1635,64191,64191,PRON,PER,you
1635,64195,64195,PRON,PER,you
0,64201,64201,PRON,PER,I
124,64215,64215,PROP,PER,Sage
124,64225,64225,PRON,PER,her
0,64228,64228,PRON,PER,My
124,64234,64234,PRON,PER,her
124,64237,64237,PRON,PER,She
124,64241,64241,PRON,PER,her
124,64246,64246,PRON,PER,Her
1637,64250,64250,PRON,PER,Our
124,64254,64254,PROP,PER,Sage
0,64262,64262,PRON,PER,I
1638,64266,64268,NOM,PER,a topless woman
0,64270,64270,PRON,PER,I
124,64273,64273,PRON,PER,her
124,64280,64280,PRON,PER,She
0,64282,64282,PRON,PER,my
124,64288,64288,PRON,PER,hers
124,64290,64290,PRON,PER,Her
0,64294,64294,PRON,PER,my
124,64299,64299,PRON,PER,she
0,64301,64301,PRON,PER,me
124,64304,64304,PROP,PER,Sage
124,64310,64310,PRON,PER,She
0,64312,64312,PRON,PER,me
124,64315,64315,PRON,PER,her
0,64325,64325,PRON,PER,my
0,64330,64330,PRON,PER,I
0,64337,64337,PRON,PER,I
0,64344,64344,PRON,PER,my
0,64349,64349,PRON,PER,I
0,64355,64355,PRON,PER,I
0,64358,64358,PRON,PER,myself
1639,64360,64363,NOM,FAC,the bathroom at home
332,64363,64363,NOM,FAC,home
124,64365,64365,PROP,PER,Sage
124,64371,64371,PROP,PER,Sage
124,64374,64374,PROP,PER,Sage
124,64380,64380,PRON,PER,her
1618,64380,64381,NOM,FAC,her room
0,64383,64383,PRON,PER,I
0,64385,64385,PRON,PER,my
1642,64391,64391,PRON,PER,Our
1229,64391,64392,NOM,FAC,Our bathroom
1644,64398,64399,NOM,FAC,an outhouse
117,64407,64407,PROP,PER,Laura
332,64410,64410,NOM,FAC,home
497,64412,64415,NOM,PER,all three of us
1642,64415,64415,PRON,PER,us
0,64420,64420,PRON,PER,I
0,64436,64436,PRON,PER,I
341,64439,64439,NOM,FAC,there
0,64468,64468,PRON,PER,I
0,64475,64475,PRON,PER,I
0,64491,64491,PRON,PER,myself
124,64493,64493,PROP,PER,Sage
0,64495,64495,PRON,PER,my
1648,64495,64496,NOM,PER,my buddy
0,64499,64499,PRON,PER,I
124,64516,64516,PRON,PER,her
0,64524,64524,PRON,PER,I
124,64527,64527,PRON,PER,her
0,64549,64549,PRON,PER,I
0,64552,64552,PRON,PER,myself
124,64556,64556,PRON,PER,her
0,64566,64566,PRON,PER,my
124,64569,64569,PROP,PER,Sage
0,64581,64581,PRON,PER,I
203,64589,64589,PROP,PER,210
0,64590,64590,PRON,PER,I
124,64598,64598,PROP,PER,Sage
2631,64598,64600,NOM,FAC,Sage ’s house
124,64609,64609,PRON,PER,she
0,64612,64612,PRON,PER,my
0,64617,64617,PRON,PER,me
124,64621,64621,PRON,PER,she
108,64625,64625,PROP,PER,Logan
0,64637,64637,PRON,PER,My
0,64651,64651,PRON,PER,me
124,64653,64653,PROP,PER,Sage
0,64659,64659,PRON,PER,I
124,64662,64662,PRON,PER,her
0,64675,64675,PRON,PER,I
124,64681,64681,PROP,PER,Sage
0,64691,64691,PRON,PER,I
0,64699,64699,PRON,PER,me
124,64705,64705,PRON,PER,her
797,64705,64706,NOM,PER,her family
1651,64711,64711,PRON,PER,we
124,64717,64717,PRON,PER,Her
2853,64717,64718,NOM,PER,Her father
1653,64721,64739,NOM,PER,"the sort of vengeful son of a bitch who ’d tell my mom everything , out of pure spite"
0,64732,64732,PRON,PER,my
324,64732,64733,NOM,PER,my mom
0,64741,64741,PRON,PER,I
0,64754,64754,PRON,PER,my
0,64760,64760,PRON,PER,I
124,64763,64763,PROP,PER,Sage
124,64772,64772,PRON,PER,her
124,64778,64778,PRON,PER,she
0,64782,64782,PRON,PER,me
124,64785,64785,PRON,PER,her
124,64792,64792,PRON,PER,she
124,64796,64796,PRON,PER,her
1618,64796,64797,NOM,FAC,her room
0,64804,64804,PRON,PER,I
0,64807,64807,PRON,PER,I
124,64812,64812,PRON,PER,her
124,64815,64815,PRON,PER,her
0,64816,64816,PRON,PER,my
124,64820,64820,PRON,PER,her
0,64824,64824,PRON,PER,me
0,64832,64832,PRON,PER,I
108,64852,64852,PROP,PER,Logan
2257,64854,64854,NOM,PER,honey
0,64857,64857,PRON,PER,you
114,64861,64861,PROP,PER,Mom
380,64866,64867,NOM,FAC,the trailer
0,64875,64875,PRON,PER,I
0,64879,64879,PRON,PER,myself
0,64884,64884,PRON,PER,I
1657,64887,64898,NOM,PER,someone you ’d see urinating in an alley while talking to himself
1658,64888,64888,PRON,PER,you
1659,64893,64894,NOM,FAC,an alley
1657,64898,64898,PRON,PER,himself
0,64900,64900,PRON,PER,I
0,64902,64902,PRON,PER,my
0,64906,64906,PRON,PER,my
0,64911,64911,PRON,PER,my
124,64915,64915,PROP,PER,Sage
0,64917,64917,PRON,PER,I
1660,64951,64951,PRON,PER,our
1660,64962,64962,PRON,PER,We
14,64970,64970,PROP,GPE,Columbia
0,64979,64979,PRON,PER,I
1172,64985,64986,NOM,FAC,the university
124,64990,64990,PROP,PER,Sage
0,64998,64998,PRON,PER,I
124,65010,65010,PRON,PER,her
1618,65010,65011,NOM,FAC,her room
1660,65017,65017,PRON,PER,we
124,65026,65026,PROP,PER,Sage
0,65036,65036,PRON,PER,me
0,65038,65038,PRON,PER,I
0,65048,65048,PRON,PER,I
117,65052,65052,PROP,PER,Laura
0,65062,65062,PRON,PER,I
117,65067,65067,PRON,PER,her
0,65070,65070,PRON,PER,me
0,65072,65072,PRON,PER,I
0,65076,65076,PRON,PER,myself
124,65079,65079,PROP,PER,Sage
124,65089,65089,PRON,PER,her
486,65096,65096,NOM,FAC,school
0,65098,65098,PRON,PER,I
124,65100,65100,PRON,PER,her
0,65102,65102,PRON,PER,I
0,65111,65111,PRON,PER,I
124,65114,65114,PRON,PER,she
1660,65118,65118,PRON,PER,We
360,65127,65127,NOM,PER,people
0,65138,65138,PRON,PER,me
124,65142,65142,PROP,PER,Sage
0,65144,65144,PRON,PER,I
124,65150,65150,PRON,PER,her
0,65158,65158,PRON,PER,I
124,65163,65163,PRON,PER,her
0,65171,65171,PRON,PER,I
124,65180,65180,PRON,PER,she
380,65185,65186,NOM,FAC,the trailer
114,65198,65198,PROP,PER,Mom
332,65200,65200,NOM,FAC,home
0,65210,65210,PRON,PER,me
0,65212,65212,PRON,PER,I
114,65217,65217,PRON,PER,her
0,65225,65225,PRON,PER,I
34,65230,65230,PROP,GPE,Mizzou
124,65235,65235,PRON,PER,her
0,65245,65245,PRON,PER,me
14,65250,65250,PROP,GPE,Columbia
668,65255,65256,NOM,PER,no one
0,65259,65259,PRON,PER,my
0,65263,65263,PRON,PER,me
0,65268,65268,PRON,PER,I
0,65275,65275,PRON,PER,me
114,65281,65281,PROP,PER,Mom
0,65289,65289,PRON,PER,I
124,65303,65303,PROP,PER,Sage
1668,65305,65305,PRON,PER,We
2624,65313,65315,NOM,FAC,the living room
114,65317,65317,PROP,PER,Mom
0,65323,65323,PRON,PER,my
380,65327,65328,NOM,FAC,the trailer
0,65336,65336,PRON,PER,I
114,65340,65340,PRON,PER,her
0,65348,65348,PRON,PER,I
114,65360,65360,PROP,PER,Mom
114,65373,65373,PROP,PER,Mom
114,65378,65378,PRON,PER,she
124,65384,65384,PROP,PER,Sage
114,65387,65387,PRON,PER,she
0,65391,65391,PRON,PER,I
485,65400,65401,NOM,PER,a girl
0,65405,65405,PRON,PER,me
0,65407,65407,PRON,PER,I
114,65412,65412,PROP,PER,Mom
114,65423,65423,PRON,PER,I
729,65430,65431,NOM,VEH,the car
114,65438,65438,PRON,PER,her
114,65442,65442,PRON,PER,she
0,65444,65444,PRON,PER,I
124,65451,65451,PROP,PER,Sage
0,65454,65454,PRON,PER,My
108,65461,65461,PROP,PER,Logan
1672,65483,65483,PRON,PER,us
1672,65493,65493,PRON,PER,us
124,65497,65497,PROP,PER,Sage
0,65499,65499,PRON,PER,I
1672,65503,65503,PRON,PER,we
601,65506,65507,NOM,PER,each other
0,65512,65512,PRON,PER,I
124,65515,65515,PRON,PER,you
0,65519,65519,PRON,PER,I
124,65527,65527,PROP,PER,Sage
124,65537,65537,PRON,PER,she
108,65545,65545,PROP,PER,Logan
124,65548,65548,PRON,PER,I
34,65552,65552,PROP,GPE,Mizzou
108,65554,65554,PRON,PER,you
124,65558,65558,PRON,PER,Her
0,65572,65572,PRON,PER,I
124,65580,65580,PRON,PER,She
1672,65585,65585,PRON,PER,we
1672,65594,65594,PRON,PER,we
124,65615,65615,PROP,PER,Sage
124,65617,65617,PRON,PER,You
124,65619,65619,PRON,PER,my
0,65627,65627,PRON,PER,I
124,65629,65629,PROP,PER,Sage
0,65640,65640,PRON,PER,you
124,65646,65646,PRON,PER,She
0,65653,65653,PRON,PER,I
0,65663,65663,PRON,PER,me
0,65672,65672,PRON,PER,I
1674,65681,65681,PRON,PER,you
1674,65686,65686,PRON,PER,you
117,65690,65690,PROP,PER,Laura
1452,65693,65694,NOM,FAC,the campus
124,65699,65699,PROP,PER,Sage
1674,65701,65701,PRON,PER,You
486,65709,65709,NOM,FAC,school
1674,65712,65712,PRON,PER,you
34,65717,65717,PROP,GPE,Mizzou
0,65724,65724,PRON,PER,I
124,65732,65732,PROP,PER,Sage
1677,65738,65747,NOM,PER,a girl with a pretty face and a great rack
0,65749,65749,PRON,PER,I
124,65754,65754,PRON,PER,her
124,65757,65757,PRON,PER,she
0,65760,65760,PRON,PER,my
297,65760,65761,NOM,PER,my friend
0,65765,65765,PRON,PER,I
124,65771,65771,PRON,PER,her
0,65773,65773,PRON,PER,I
0,65776,65776,PRON,PER,I
204,65780,65780,PROP,PER,Iceman
205,65784,65785,PROP,PER,Mr. Cool
124,65787,65787,PROP,PER,Sage
0,65789,65789,PRON,PER,I
14,65796,65796,PROP,GPE,Columbia
0,65798,65798,PRON,PER,I
124,65801,65801,PRON,PER,her
1679,65807,65807,PRON,PER,our
0,65815,65815,PRON,PER,me
124,65818,65818,PRON,PER,She
0,65823,65823,PRON,PER,me
0,65825,65825,PRON,PER,I
1679,65830,65830,PRON,PER,we
784,65833,65833,NOM,FAC,campus
0,65835,65835,PRON,PER,I
117,65839,65839,PROP,PER,Laura
1228,65839,65841,NOM,PER,Laura ’s friends
530,65846,65847,NOM,PER,the girls
124,65855,65855,PROP,PER,Sage
0,65857,65857,PRON,PER,My
384,65857,65858,NOM,PER,My sister
384,65862,65862,PRON,PER,she
1684,65864,65867,NOM,PER,a classmate of mine
0,65867,65867,PRON,PER,mine
0,65868,65868,PRON,PER,I
124,65878,65878,PROP,PER,Sage
1685,65885,65895,NOM,PER,another transgendered girl who I ’d shared secrets and saliva with
0,65889,65889,PRON,PER,I
114,65897,65897,PROP,PER,Mom
380,65901,65902,NOM,FAC,the trailer
0,65908,65908,PRON,PER,I
0,65919,65919,PRON,PER,I
124,65932,65932,PRON,PER,she
3122,65938,65938,PRON,PER,we
114,65950,65950,PROP,PER,Mom
0,65955,65955,PRON,PER,me
412,65957,65957,NOM,GPE,town
124,65959,65959,PROP,PER,Sage
0,65961,65961,PRON,PER,I
114,65966,65966,PRON,PER,her
0,65968,65968,PRON,PER,my
110,65984,65984,PROP,PER,Jack
120,65986,65986,PROP,PER,Tim
0,65993,65993,PRON,PER,me
0,65999,65999,PRON,PER,I
0,66003,66003,PRON,PER,I
1688,66008,66009,NOM,FAC,another room
0,66011,66011,PRON,PER,I
0,66015,66015,PRON,PER,my
0,66034,66034,PRON,PER,I
0,66036,66036,PRON,PER,my
124,66042,66042,PROP,PER,Sage
124,66044,66044,PRON,PER,She
0,66048,66048,PRON,PER,my
297,66048,66049,NOM,PER,my friend
0,66055,66055,PRON,PER,me
2367,66058,66059,NOM,LOC,the world
0,66072,66072,PRON,PER,my
124,66087,66087,PROP,PER,Sage
2848,66090,66092,NOM,PER,a normal girl
124,66094,66094,PRON,PER,She
124,66098,66098,PRON,PER,herself
0,66106,66106,PRON,PER,I
0,66110,66110,PRON,PER,I
0,66121,66121,PRON,PER,I
945,66124,66125,NOM,FAC,the shed
0,66132,66132,PRON,PER,my
400,66132,66133,NOM,PER,my father
0,66139,66139,PRON,PER,I
114,66144,66144,PROP,PER,Mom
2911,66159,66159,NOM,PER,catcher
116,66163,66163,PROP,PER,Dad
116,66166,66166,PRON,PER,you
411,66169,66169,NOM,FAC,here
0,66172,66172,PRON,PER,I
1696,66175,66177,NOM,PER,a romantic screwup
116,66180,66180,PRON,PER,you
1697,66182,66183,NOM,PER,all people
0,66187,66187,PRON,PER,me
112,66191,66191,PROP,PER,Brenda
124,66200,66200,PROP,PER,Sage
0,66207,66207,PRON,PER,I
116,66217,66217,PROP,PER,Dad
124,66231,66231,PROP,PER,Sage
0,66234,66234,PRON,PER,me
114,66238,66238,PROP,PER,Mom
2473,66241,66242,NOM,FAC,the kitchen
0,66246,66246,PRON,PER,me
14,66257,66257,PROP,GPE,Columbia
108,66260,66260,PROP,PER,Logan
108,66263,66263,PRON,PER,you
108,66265,66265,PRON,PER,you
108,66270,66270,PRON,PER,You
2410,66270,66271,NOM,PER,You guys
12,66287,66287,PROP,GPE,Boyer
0,66292,66292,PRON,PER,I
114,66296,66296,PROP,PER,Mom
0,66299,66299,PRON,PER,I
0,66307,66307,PRON,PER,my
0,66313,66313,PRON,PER,I
117,66315,66315,PROP,PER,Laura
117,66331,66331,PRON,PER,I
3124,66338,66339,NOM,PER,the weatherman
117,66344,66344,PRON,PER,I
114,66349,66349,PROP,PER,Mom
0,66352,66352,PRON,PER,I
0,66355,66355,PRON,PER,I
68,66363,66364,PROP,LOC,the Sahara
117,66366,66366,PRON,PER,she
0,66369,66369,PRON,PER,me
114,66375,66375,PROP,PER,Mom
0,66377,66377,PRON,PER,me
117,66388,66388,PROP,PER,Laura
117,66392,66392,PRON,PER,She
114,66399,66399,PRON,PER,me
114,66402,66402,PRON,PER,I
117,66404,66404,PRON,PER,she
114,66411,66411,PRON,PER,I
117,66414,66414,PRON,PER,she
117,66421,66421,PROP,PER,Laura
0,66424,66424,PRON,PER,me
117,66426,66426,PRON,PER,her
117,66436,66436,PRON,PER,she
332,66442,66442,NOM,FAC,home
114,66446,66446,PROP,PER,Mom
114,66456,66456,PRON,PER,She
114,66473,66473,PROP,PER,Mom
114,66476,66476,PRON,PER,She
108,66480,66480,PROP,PER,Logan
108,66482,66482,PRON,PER,you
124,66489,66489,PROP,PER,Sage
0,66492,66492,PRON,PER,I
3125,66498,66498,PRON,PER,We
124,66504,66504,PROP,PER,Sage
117,66509,66509,PROP,PER,Laura
0,66512,66512,PRON,PER,I
3126,66516,66519,NOM,PER,some friends of hers
0,66522,66522,PRON,PER,I
117,66525,66525,PROP,PER,Laura
0,66529,66529,PRON,PER,me
1700,66533,66534,NOM,FAC,another dorm
0,66543,66543,PRON,PER,I
2396,66547,66548,NOM,FAC,the hall
114,66552,66552,PROP,PER,Mom
114,66559,66559,PRON,PER,I
0,66566,66566,PRON,PER,you
114,66570,66570,PRON,PER,She
0,66577,66577,PRON,PER,my
114,66582,66582,PRON,PER,me
0,66585,66585,PRON,PER,You
114,66588,66588,PRON,PER,me
124,66589,66589,PROP,PER,Sage
542,66592,66593,NOM,PER,a friend
114,66596,66596,PRON,PER,I
0,66598,66598,PRON,PER,you
124,66601,66601,PRON,PER,her
114,66606,66606,PRON,PER,My
0,66611,66611,PRON,PER,you
0,66614,66614,PRON,PER,yourselves
145,66625,66625,PROP,PER,God
124,66636,66636,PROP,PER,Sage
114,66639,66639,PROP,PER,Mom
108,66644,66644,PROP,PER,Logan
108,66650,66650,PRON,PER,You
114,66656,66656,PRON,PER,I
108,66660,66660,PRON,PER,you
114,66666,66666,PRON,PER,me
108,66667,66667,PRON,PER,you
108,66673,66673,PRON,PER,you
0,66678,66678,PRON,PER,My
124,66686,66686,PROP,PER,Sage
124,66688,66688,PRON,PER,her
0,66696,66696,PRON,PER,I
0,66701,66701,PRON,PER,I
108,66707,66707,PRON,PER,you
3128,66709,66709,NOM,PER,sweetie
108,66712,66712,PRON,PER,you
124,66726,66726,PROP,PER,Sage
0,66740,66740,PRON,PER,I
0,66749,66749,PRON,PER,I
124,66755,66755,PROP,PER,Sage
0,66758,66758,PRON,PER,I
0,66760,66760,PRON,PER,my
0,66765,66765,PRON,PER,I
114,66770,66770,PROP,PER,Mom
0,66777,66777,PRON,PER,I
114,66782,66782,PRON,PER,her
114,66785,66785,PROP,PER,Mom
114,66787,66787,PRON,PER,you
124,66796,66796,PROP,PER,Sage
0,66800,66800,PRON,PER,I
1702,66807,66812,NOM,PER,three wise men from the East
69,66811,66812,PROP,LOC,the East
124,66823,66823,PROP,PER,Sage
124,66825,66825,PRON,PER,her
114,66838,66838,PROP,PER,Mom
124,66844,66844,PRON,PER,her
124,66849,66849,PRON,PER,her
124,66855,66855,PRON,PER,her
1703,66858,66858,PRON,PER,we
0,66868,66868,PRON,PER,I
0,66870,66870,PRON,PER,my
114,66879,66879,PROP,PER,Mom
0,66883,66883,PRON,PER,I
0,66887,66887,PRON,PER,I
0,66894,66894,PRON,PER,I
114,66899,66899,PRON,PER,she
0,66902,66902,PRON,PER,me
0,66904,66904,PRON,PER,I
124,66910,66910,PROP,PER,Sage
375,66917,66918,NOM,FAC,the bathroom
0,66921,66921,PRON,PER,I
0,66924,66924,PRON,PER,my
114,66930,66930,PRON,PER,her
2450,66930,66931,NOM,VEH,her car
1706,66935,66939,NOM,VEH,the family sedan this time
0,66941,66941,PRON,PER,I
124,66943,66943,PRON,PER,her
2357,66943,66944,NOM,PER,her parents
124,66948,66948,PRON,PER,her
1708,66950,66952,NOM,VEH,the cranky truck
412,66955,66955,NOM,GPE,town
0,66957,66957,PRON,PER,I
0,66960,66960,PRON,PER,my
124,66968,66968,PROP,PER,Sage
124,66970,66970,PRON,PER,herself
726,66972,66973,NOM,PER,the driver
124,66977,66977,PRON,PER,She
124,66988,66988,PRON,PER,Her
124,66998,66998,PRON,PER,she
0,67002,67002,PRON,PER,I
0,67009,67009,PRON,PER,I
124,67012,67012,PRON,PER,her
0,67019,67019,PRON,PER,I
124,67027,67027,PRON,PER,her
124,67033,67033,PROP,PER,Sage
0,67036,67036,PRON,PER,I
0,67038,67038,PRON,PER,I
124,67042,67042,PROP,PER,Sage
0,67045,67045,PRON,PER,me
124,67048,67048,PRON,PER,she
124,67057,67057,PRON,PER,her
1711,67057,67058,NOM,FAC,her bedroom
0,67062,67062,PRON,PER,me
1712,67068,67068,PRON,PER,we
1712,67079,67079,PRON,PER,we
124,67091,67091,PRON,PER,she
1712,67097,67097,PRON,PER,we
0,67105,67105,PRON,PER,I
124,67108,67108,PRON,PER,she
0,67113,67113,PRON,PER,me
0,67119,67119,PRON,PER,me
2831,67124,67125,NOM,PER,a woman
124,67126,67126,PRON,PER,she
0,67133,67133,PRON,PER,I
0,67139,67139,PRON,PER,I
124,67142,67142,PRON,PER,her
1712,67149,67149,PRON,PER,we
0,67154,67154,PRON,PER,I
124,67157,67157,PRON,PER,her
0,67160,67160,PRON,PER,I
124,67172,67172,PRON,PER,she
0,67174,67174,PRON,PER,me
1712,67181,67181,PRON,PER,us
124,67186,67186,PRON,PER,Her
124,67192,67192,PRON,PER,She
124,67214,67214,PRON,PER,her
124,67218,67218,PRON,PER,her
124,67221,67221,PRON,PER,She
1714,67224,67228,NOM,PER,"a confident , attractive girl"
1715,67233,67235,NOM,GPE,a new town
1716,67237,67248,NOM,PER,A girl who was going to arrive at college and own it
1717,67248,67248,PRON,FAC,it
124,67257,67257,PRON,PER,she
124,67260,67260,PRON,PER,her
1718,67260,67262,NOM,PER,her only friend
0,67270,67270,PRON,PER,I
124,67284,67284,PROP,PER,Sage
0,67289,67289,PRON,PER,I
124,67292,67292,PRON,PER,she
124,67295,67295,PRON,PER,her
14,67309,67309,PROP,GPE,Columbia
124,67324,67324,PRON,PER,she
3129,67330,67330,PRON,PER,We
124,67338,67338,PRON,PER,I
0,67341,67341,PRON,PER,you
332,67343,67343,NOM,FAC,home
0,67345,67345,PRON,PER,you
0,67349,67349,PRON,PER,I
0,67351,67351,PRON,PER,I
0,67357,67357,PRON,PER,I
0,67359,67359,PRON,PER,my
0,67364,67364,PRON,PER,I
124,67369,67369,PRON,PER,she
108,67374,67374,PROP,PER,Logan
108,67379,67379,PRON,PER,you
124,67381,67381,PRON,PER,my
2304,67381,67382,NOM,PER,my dad
0,67385,67385,PRON,PER,I
124,67394,67394,PRON,PER,she
124,67399,67399,PRON,PER,She
124,67401,67401,PRON,PER,her
124,67405,67405,PRON,PER,her
124,67411,67411,PRON,PER,she
3132,67419,67419,PRON,PER,we
124,67422,67422,PRON,PER,my
2838,67422,67423,NOM,FAC,my house
2304,67425,67425,PRON,PER,he
124,67430,67430,PRON,PER,I
108,67432,67432,PRON,PER,you
124,67436,67436,PRON,PER,I
108,67441,67441,PRON,PER,you
108,67446,67446,PRON,PER,you
2304,67450,67450,PRON,PER,him
108,67453,67453,PRON,PER,you
108,67457,67457,PRON,PER,you
124,67462,67462,PRON,PER,me
272,67471,67471,NOM,PER,anyone
124,67476,67476,PRON,PER,me
124,67481,67481,PRON,PER,her
1719,67485,67485,PRON,PER,you
0,67488,67488,PRON,PER,I
124,67500,67500,PRON,PER,I
124,67502,67502,PRON,PER,myself
124,67504,67504,PRON,PER,I
1719,67516,67516,PRON,PER,You
344,67531,67531,NOM,PER,someone
124,67535,67535,PRON,PER,my
124,67544,67544,PRON,PER,I
108,67546,67546,PRON,PER,you
124,67548,67548,PRON,PER,me
3136,67551,67553,NOM,FAC,the pool ...
124,67554,67554,PRON,PER,I
124,67556,67556,PRON,PER,I
3137,67558,67558,PRON,PER,us
124,67563,67563,PRON,PER,She
124,67568,67568,PRON,PER,her
124,67581,67581,PROP,PER,Sage
108,67591,67591,PROP,PER,Logan
108,67593,67593,PRON,PER,you
124,67595,67595,PRON,PER,my
838,67595,67597,NOM,PER,my best friend
124,67599,67599,PRON,PER,I
108,67613,67613,PRON,PER,you
124,67618,67618,PRON,PER,I
1720,67624,67624,PRON,PER,we
1720,67631,67631,PRON,PER,we
124,67636,67636,PRON,PER,She
124,67642,67642,PRON,PER,her
1720,67652,67652,PRON,PER,we
0,67657,67657,PRON,PER,I
1720,67663,67663,PRON,PER,We
1720,67670,67670,PRON,PER,us
0,67682,67682,PRON,PER,I
0,67690,67690,PRON,PER,My
838,67690,67692,NOM,PER,My best friend
0,67696,67696,PRON,PER,me
124,67699,67699,PRON,PER,her
0,67707,67707,PRON,PER,me
0,67709,67709,PRON,PER,I
124,67713,67713,PRON,PER,her
124,67719,67719,PRON,PER,her
0,67731,67731,PRON,PER,I
0,67733,67733,PRON,PER,my
0,67738,67738,PRON,PER,I
0,67750,67750,PRON,PER,I
124,67755,67755,PROP,PER,Sage
0,67762,67762,PRON,PER,I
124,67765,67765,PRON,PER,she
0,67770,67770,PRON,PER,me
0,67773,67773,PRON,PER,I
124,67780,67780,PRON,PER,She
124,67788,67788,PRON,PER,her
124,67794,67794,PRON,PER,her
0,67797,67797,PRON,PER,I
0,67800,67800,PRON,PER,my
0,67806,67806,PRON,PER,my
1722,67816,67816,PRON,PER,We
1722,67823,67823,PRON,PER,we
1722,67828,67828,PRON,PER,We
2374,67836,67836,NOM,PER,friends
1722,67845,67845,PRON,PER,we
0,67850,67850,PRON,PER,I
0,67860,67860,PRON,PER,my
124,67865,67865,PROP,PER,Sage
1614,67865,67867,NOM,FAC,Sage ’s room
124,67869,67869,PRON,PER,She
1725,67873,67877,NOM,PER,a real woman to me
0,67877,67877,PRON,PER,me
124,67883,67883,PRON,PER,her
124,67885,67885,PRON,PER,her
784,67906,67906,NOM,FAC,campus
1727,67908,67914,NOM,FAC,The lot Laura had directed me to
117,67910,67910,PROP,PER,Laura
0,67913,67913,PRON,PER,me
1728,67919,67921,NOM,FAC,every other space
1722,67933,67933,PRON,PER,we
1729,67939,67948,NOM,FAC,a parking garage about three blocks from Laura ’s dorm
117,67946,67946,PROP,PER,Laura
1730,67946,67948,NOM,FAC,Laura ’s dorm
0,67950,67950,PRON,PER,I
0,67952,67952,PRON,PER,my
0,67958,67958,PRON,PER,I
124,67963,67963,PROP,PER,Sage
124,67967,67967,PRON,PER,she
124,67971,67971,PRON,PER,her
1722,67978,67978,PRON,PER,We
1731,67984,67985,NOM,FAC,street level
1722,67991,67991,PRON,PER,me
124,67993,67993,PRON,PER,your
770,67993,67994,NOM,PER,your sister
108,67996,67996,PROP,PER,Logan
770,68003,68003,PRON,PER,she
124,68009,68009,PRON,PER,me
124,68019,68019,PROP,PER,Sage
124,68026,68026,PRON,PER,I
770,68029,68029,PRON,PER,her
770,68034,68034,PRON,PER,She
0,68052,68052,PRON,PER,I
0,68056,68056,PRON,PER,my
116,68061,68061,PROP,PER,Dad
0,68064,68064,PRON,PER,I
114,68077,68077,PROP,PER,Mom
114,68086,68086,PRON,PER,she
332,68088,68088,NOM,FAC,home
114,68090,68090,PRON,PER,she
3141,68092,68094,NOM,PER,two little kids
0,68114,68114,PRON,PER,I
117,68125,68125,PROP,PER,Laura
0,68128,68128,PRON,PER,me
